9.122967399999999998e+02 1.799000000000000000e+03
8.424647499999999809e+02 1.542000000000000000e+03
8.115311000000000377e+02 1.430000000000000000e+03
7.635105999999999540e+02 1.258000000000000000e+03
7.503869099999999435e+02 1.212000000000000000e+03
6.965430699999999433e+02 1.021000000000000000e+03
